Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
76832888,2816,37502,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
76855608,2912,37512,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
76885304,2816,37524,,,,,,,,,,0.262,93090.742,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
76900248,4160,37530,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
76922136,5600,37542,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
76968216,35841,37563,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
77020121,8480,37584,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77063673,8416,37605,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77096473,8416,37626,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77149529,9216,37650,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
77177945,2816,37660,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
77201337,2816,37670,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
77231385,2913,37682,,,,,,,,,,0.262,89990.889,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
77245594,4128,37688,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
77267929,5568,37700,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
77314202,35904,37721,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
77365978,8448,37742,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77399546,8416,37763,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77432058,8352,37784,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77484698,9217,37808,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
77512027,2784,37818,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
77540090,2849,37828,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
77569819,2911,37840,,,,,,,,,,0.262,90052.755,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
77584379,4127,37846,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
77607387,5568,37858,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
77654523,35872,37879,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
77707515,8544,37900,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77750619,8416,37921,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77783419,8352,37942,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
77836763,9216,37966,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
77865371,2817,37976,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
77888252,2911,37986,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
77917308,2912,37998,,,,,,,,,,0.262,90021.822,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
77931644,4192,38004,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
77954652,5600,38016,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
78001500,35904,38037,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
78062556,8448,38058,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78096764,8416,38079,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78129212,8385,38100,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78183101,9216,38124,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
78211293,2816,38134,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
78233661,2880,38144,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
78263485,2912,38156,,,,,,,,,,0.262,90021.822,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
78277821,4224,38162,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
78300573,5600,38174,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
78347485,35873,38195,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
78399421,8576,38216,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78433149,8417,38237,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78465470,8384,38258,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78518430,9216,38282,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
78546462,2784,38292,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
78568510,2784,38302,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
78597406,2816,38314,,,,,,,,,,0.262,93090.742,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
78612254,4128,38320,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
78639454,5600,38332,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
78687198,35872,38353,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
78739391,8383,38374,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78773343,8576,38395,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78810623,8384,38416,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
78863871,9216,38440,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
78891711,2784,38450,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
78914463,2880,38460,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
78944159,2944,38472,,,,,,,,,,0.262,89043.239,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
78959135,4128,38478,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
78981759,5568,38490,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
79034816,35872,38511,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
79089440,8640,38532,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79123904,8416,38553,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79156576,8384,38574,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79209696,9216,38598,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
79237696,2816,38608,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
79260096,2784,38618,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
79290049,2911,38630,,,,,,,,,,0.262,90052.755,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
79304545,4128,38636,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
79327936,5601,38648,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
79374625,35904,38669,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
79426209,8384,38690,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79461313,8384,38711,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79494913,8352,38732,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79547809,9248,38756,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
79575137,2816,38766,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
79597089,3073,38776,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
79626561,2944,38788,,,,,,,,,,0.262,89043.239,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
79641154,4128,38794,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
79663714,5600,38806,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
79709858,35904,38827,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
79761570,8448,38848,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79795682,8416,38869,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79828322,8480,38890,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
79886243,9247,38914,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
79952611,2784,38924,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
79976931,2816,38934,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
80008227,2912,38946,,,,,,,,,,0.262,90021.822,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
80022883,4160,38952,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
80053763,5600,38964,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
80107203,35904,38985,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
80162851,8448,39006,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
80197604,8576,39027,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
80230148,8384,39048,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
80284644,9216,39072,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
80313220,2816,39082,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
80336324,2912,39092,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
80366212,2816,39104,,,,,,,,,,0.262,93090.742,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
80380964,4128,39110,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
80403460,5568,39122,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
80450148,35905,39143,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
80494212,6721,39154,8,16,1,128,1,1,31,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
80559461,13888,39178,2,16,1,256,1,1,82,0.027,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_64x32_sliced1x4_tn
80597349,3136,39188,128,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
80641509,6048,39217,512,1,1,32,4,1,38,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::<unnamed>::vectorized_layer_norm_kernel<float, float>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
80686533,25568,39240,16,4,1,256,1,1,57,0.016,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x128_tn
80717285,4704,39250,512,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
80756486,27904,39273,2,16,1,256,1,1,82,0.027,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_64x32_sliced1x4_tn
80789926,3232,39283,128,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
80835654,5984,39312,512,1,1,32,4,1,38,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::<unnamed>::vectorized_layer_norm_kernel<float, float>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
80887398,9184,39333,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
80922598,8352,39354,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
80955814,8448,39375,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
81015494,9152,39399,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
81053254,2913,39409,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
81076710,2816,39419,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
81109351,3039,39431,,,,,,,,,,0.262,86259.794,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
81124775,4223,39437,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
81150247,5664,39449,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
